rank,influencer,category,followers,likes,comments,sentiment_score,sentiment_score
669,addilahazhar.official,family,1680,3087,439,0.5254928073140193,0.5254928073140193
670,dannysanco,travel,18624,1068,476,0.6895397084171624,0.6895397084171624
671,alicekings,fashion,4049,496,823,0.5850640387823951,0.5850640387823951
672,adelbarco,other,1024,2341,398,0.3543173487619216,0.3543173487619216
673,andreabysimone,fashion,4724,1502,863,0.7717041522910095,0.7717041522910095
674,florianahoff,fashion,8459,738,674,0.7175937088438002,0.7175937088438002
675,ashortblonde,family,3203,557,1056,0.5891737557503738,0.5891737557503738
676,facestm,fashion,3579,835,606,0.4777294656642629,0.4777294656642629
677,chiaraxcix,travel,1162,624,393,0.5625112050153637,0.5625112050153637
678,bytesizednutrition,food,3312,651,522,0.6671933134115259,0.6671933134115259
679,ambermiller9,fashion,9042,2206,323,0.584393335454599,0.584393335454599
680,elenaclaramaria,travel,16932,1315,465,0.5111818499087959,0.5111818499087959
681,dankipnis,fashion,21467,272,620,0.5249541761879097,0.5249541761879097
682,alexwhitt24,fashion,17087,1099,580,0.5808752885775693,0.5808752885775693
683,_sarahcurls,fashion,4147,872,326,0.7966623959261543,0.7966623959261543
684,city.whit,travel,2056,858,1018,0.6195849332746982,0.6195849332746982
685,emiliarengifo,fashion,19142,622,787,0.6270518920807369,0.6270518920807369
686,_tessfinley_,beauty,9769,1489,475,0.6355687069272357,0.6355687069272357
687,danisorianoblog,fashion,5449,1221,261,0.8141274599415782,0.8141274599415782
688,_celinamitc,fashion,1814,683,323,0.7955649534836742,0.7955649534836742
689,aliciaeverafter,family,6516,646,1924,0.7055743936418488,0.7055743936418488
690,basastevulova,family,18949,475,465,0.46584255216297593,0.46584255216297593
691,fabfindsforher,other,1271,1184,512,0.6753347943871216,0.6753347943871216
692,alexacarolinew,travel,2036,507,577,0.4564110357196517,0.4564110357196517
693,cheyennetulsa,fashion,11794,1420,419,0.602367141109313,0.602367141109313
694,amandascarpaci,fashion,2624,1920,962,0.5817795456597259,0.5817795456597259
695,andreaantequera,fashion,4352,996,381,0.5467622186973071,0.5467622186973071
696,checkoutmyfoodie,food,5688,349,727,0.7908608577377922,0.7908608577377922
697,astridnieuwborg,fashion,7758,1061,873,0.6454063808457503,0.6454063808457503
698,briantron,travel,2031,281,717,0.581772490511795,0.581772490511795
699,deefitz05,fitness,8592,869,550,0.5520607090985871,0.5520607090985871
700,caragonzales,fashion,2657,749,509,0.545738190954256,0.545738190954256
701,alanababyholiday,family,1574,805,1233,0.643334655500928,0.643334655500928
702,angelinaaelizabethh,fashion,10852,1533,375,0.5321468280823599,0.5321468280823599
703,ericmunson,fashion,8105,806,1286,0.6678567095962683,0.6678567095962683
704,dan.gariepy,travel,2865,741,724,0.548375093979126,0.548375093979126
705,aniekeme,fashion,4585,1458,1152,0.5826339441509818,0.5826339441509818
706,breomlette_,other,1909,954,426,0.3315998471513235,0.3315998471513235
707,fans4avril,fashion,3717,1568,397,0.498289227833684,0.498289227833684
708,bonimakeup,beauty,4856,780,384,0.6920015502688597,0.6920015502688597
709,alicemlopez,fashion,10282,1829,921,0.7451838205976422,0.7451838205976422
710,britt_hope,family,1265,1085,769,0.6441325890650188,0.6441325890650188
711,amanda_h_jones,fashion,9989,1441,1208,0.6512870029798609,0.6512870029798609
712,anathuerk,fashion,18966,777,406,0.6126199310065986,0.6126199310065986
713,bwhit,travel,12662,684,431,0.7354672103450518,0.7354672103450518
714,andmatthewsaid,fashion,1007,649,421,0.5643753437905507,0.5643753437905507
715,audio_cassette,other,1932,888,820,0.5241647037927244,0.5241647037927244
716,awesomemai,travel,19119,4156,404,0.5877886181710295,0.5877886181710295
717,anfori19,fashion,7434,698,580,0.6487365826484817,0.6487365826484817
718,alliemarieevans,fashion,116280,68,1033,0.5591591845376729,0.5591591845376729
719,conormccann,travel,38034,321,320,0.6598938321358897,0.6598938321358897
720,carlotagrandeb,fashion,6054,1019,350,0.5091396182185589,0.5091396182185589
721,clasophia,fashion,4696,496,313,0.8463742408338191,0.8463742408338191
722,esraeva,fashion,4451,1441,607,0.7287417547053016,0.7287417547053016
723,buildit.loveit.shareit,other,1334,2106,340,0.6395672958614924,0.6395672958614924
724,alldayshappiness,fashion,3577,339,368,0.820476206952123,0.820476206952123
725,conangray,family,402777,292,1027,0.5025072376023244,0.5025072376023244
726,blakeacres,fashion,3429,483,960,0.7794419805482736,0.7794419805482736
727,almapenelopeknight,family,1273,976,266,0.633742719818567,0.633742719818567
728,_jonasnordberg,travel,13052,482,224,0.705803888513968,0.705803888513968
729,elinakui,fashion,1078,454,1026,0.6297838357933443,0.6297838357933443
730,brixwork,other,1521,1259,314,0.6671911824690985,0.6671911824690985
731,aubrielynnmusic,fashion,3841,1925,389,0.6561285081989439,0.6561285081989439
732,ag_4allages,family,14994,467,763,0.6477490058281061,0.6477490058281061
733,allisonhoeller,fashion,22915,583,331,0.7045295509150016,0.7045295509150016
734,fcaligaris,beauty,1080,765,351,0.5524516391440474,0.5524516391440474
735,alessandrasfashion,fashion,2602,1000,1102,0.7052266989017709,0.7052266989017709
736,_minoes,fashion,5436,969,333,0.7690693656098977,0.7690693656098977
737,_jenstyle,travel,4868,1299,289,0.7722917803180234,0.7722917803180234
738,ctnoms,food,2590,348,497,0.5991934770685539,0.5991934770685539
739,anameliapolanco,fashion,9404,258,608,0.586211523591726,0.586211523591726
740,chanellealyssa,fashion,9354,366,658,0.721141941511291,0.721141941511291
741,acarltonmiller,fashion,5257,659,606,0.6454651779550924,0.6454651779550924
742,eatexploresf,travel,1826,452,924,0.733366855254203,0.733366855254203
743,alicemaypurkiss,travel,1372,1631,1410,0.6341053215706426,0.6341053215706426
744,briggieb101,fashion,5181,1447,1444,0.6625182588712344,0.6625182588712344
745,atlantiseye,travel,12722,713,1097,0.6907403539607587,0.6907403539607587
746,alinaasirbu,fashion,1425,618,577,0.6525888466802727,0.6525888466802727
747,andreamendi,fashion,17153,1547,558,0.6901128077193515,0.6901128077193515
748,erika_herbert,travel,1137,1482,532,0.6593761503412182,0.6593761503412182
749,bellatrisk,fashion,2654,1423,4074,0.5420101944330923,0.5420101944330923
750,courtneyxsd,beauty,3345,1412,802,0.4180391940283094,0.4180391940283094
751,a.dog.walks.into.a.bar,pet,1847,443,743,0.5991932286228461,0.5991932286228461
752,_hannahvance,fashion,10764,1168,991,0.6439173499558276,0.6439173499558276
753,adiecoles,fashion,4253,1169,635,0.7187144884288016,0.7187144884288016
754,farahomidi,fashion,6275,1502,991,0.6251467844392743,0.6251467844392743
755,autumnliggett,travel,3288,685,739,0.6997655858329128,0.6997655858329128
756,clarifigueredo,fashion,15940,776,457,0.597139931322836,0.597139931322836
757,bonnys_wonderland,beauty,1753,776,459,0.6450363026527723,0.6450363026527723
758,chiccaa_92,travel,15052,810,712,0.8067100504215886,0.8067100504215886
759,beverlypham,other,2239,1197,349,0.5885500927084436,0.5885500927084436
760,beautyacrosstheart,other,1401,562,407,0.4183485524565695,0.4183485524565695
761,abirousell,fashion,2890,725,727,0.6937421250145858,0.6937421250145858
762,fashionlingual,fashion,5336,788,1485,0.6957978053090026,0.6957978053090026
763,baldvinthormodsson,travel,1412,1035,985,0.40355707127178486,0.40355707127178486
764,christophertitone,other,12154,22,1024,0.42607334099434163,0.42607334099434163
765,bestsoylatte,fashion,1665,3465,3530,0.5882701736987545,0.5882701736987545
766,blakesummerlin,family,16235,635,752,0.536505210825796,0.536505210825796
767,ekredd,fashion,7457,4740,274,0.7298927742450837,0.7298927742450837
768,emmahjane,travel,1069,922,488,0.657826127912515,0.657826127912515
769,eleventhbeauty,fashion,2750,1270,505,0.6845770395415535,0.6845770395415535
770,banksesports,other,1079,859,846,0.6106477258057822,0.6106477258057822
771,chantel_hall,beauty,10944,1863,330,0.7448061184007403,0.7448061184007403
772,emilywakemanblog,fashion,15383,1317,408,0.6688029026306366,0.6688029026306366
773,_denisejoyce,food,1171,483,2358,0.622504673667005,0.622504673667005
774,denizgoksen,beauty,186063,236,596,0.49846228579672347,0.49846228579672347
775,crystal.cara,fashion,4141,1562,1091,0.7723659786641142,0.7723659786641142
776,b.eat.root,food,7102,935,339,0.7444894701052834,0.7444894701052834
777,court_gette,fashion,13327,185,417,0.5284923443531109,0.5284923443531109
778,aboodaj4_bjj,other,6717,913,489,0.6645769727730128,0.6645769727730128
779,father_of_djordje,travel,10105,2400,987,0.7153056422604783,0.7153056422604783
780,delaneytrione,other,1319,1135,1170,0.5623896894496201,0.5623896894496201
781,awaywithkatie,travel,1198,804,2060,0.5339790225488671,0.5339790225488671
782,castleha_,beauty,1299,304,273,0.6530518028080053,0.6530518028080053
783,candice.cheatwood,family,3535,2243,585,0.6516232249524616,0.6516232249524616
784,cameshagosha,other,1302,995,900,0.7228783056839355,0.7228783056839355
785,chloesvoyage,travel,3720,1424,476,0.7854483126692937,0.7854483126692937
786,dado_motta,other,1176,425,439,0.47299419599585235,0.47299419599585235
787,elmelling,travel,2170,1361,593,0.6812835879485477,0.6812835879485477
788,christianstonesc,travel,12653,206,273,0.7039549287030726,0.7039549287030726
789,amyspartyideas,food,2729,318,368,0.710472196243631,0.710472196243631
790,allierick,fashion,8586,2099,461,0.7196444088264581,0.7196444088264581
791,dopensteez,fashion,17443,1047,3701,0.71119948478142,0.71119948478142
792,alizeebidou,fashion,2689,646,406,0.603923677215394,0.603923677215394
793,errtie,food,3023,152,769,0.5839492413263018,0.5839492413263018
794,ad__photography,fashion,1666,918,775,0.6624612624635173,0.6624612624635173
795,fashionbeforefunction,fashion,10538,2213,1816,0.7771538877390258,0.7771538877390258
796,barbaralustoza,other,1678,1377,600,0.6740151112938167,0.6740151112938167
797,dieetwasanderejuristin,other,2107,200,424,0.4325977396726293,0.4325977396726293
798,fernandocastaneda,travel,3475,578,999,0.6523620082331825,0.6523620082331825
799,anniejoankind,travel,7889,1744,429,0.7137725786903015,0.7137725786903015
800,emhewitt_,fashion,5274,2295,1043,0.7334246897279898,0.7334246897279898
801,emmamattssonn,travel,4066,1001,364,0.6716368145003975,0.6716368145003975
802,fabmommablog,family,1479,733,702,0.6715285345072087,0.6715285345072087
803,evelyn_song,other,3397,542,462,0.47731409920546664,0.47731409920546664
804,alieradici_instamamme,travel,1469,2342,2907,0.4690630505491983,0.4690630505491983
805,_xo_juliana_,fashion,4105,855,305,0.7008023349485265,0.7008023349485265
806,drew.furr,travel,1095,564,1178,0.48927762412853787,0.48927762412853787
807,chicfashionista247,fashion,1034,215,281,0.6923462795013795,0.6923462795013795
808,dutchfashion_,fashion,32639,117,1413,0.3730469113296896,0.3730469113296896
809,fashionicide,beauty,10828,720,1465,0.7498442090330556,0.7498442090330556
810,andrew_gook,travel,22302,562,345,0.6198020804139189,0.6198020804139189
811,brittanyinwanderland,fashion,10843,6578,1336,0.6424868330521897,0.6424868330521897
812,diehard.diva,other,3061,1329,427,0.6746073970577627,0.6746073970577627
813,ayleenvalentic,fashion,2210,441,499,0.8418527058044034,0.8418527058044034
814,faithwillyams,family,5177,993,952,0.6991808273926179,0.6991808273926179
815,destinymoniz,family,9091,941,660,0.6035492762529923,0.6035492762529923
816,avajules_,fashion,295208,191,250,0.6358434919256281,0.6358434919256281
817,dont___miss_the_shot__,other,1360,1882,961,0.5772455614535261,0.5772455614535261
818,emmibee,other,4296,2637,1217,0.7319262090312487,0.7319262090312487
819,_alexdavidson,fashion,4535,735,285,0.6184401326438568,0.6184401326438568
820,doseoftravel,travel,4131,1234,2197,0.6675623512883874,0.6675623512883874
821,carlyincontro,family,390497,737,1187,0.3581565453544156,0.3581565453544156
822,ashleyundead,other,2948,213,1119,0.5802207133375354,0.5802207133375354
823,aleexweb,fashion,6426,428,381,0.698077473154035,0.698077473154035
824,annemarieamber,fashion,10678,712,346,0.7770600276625161,0.7770600276625161
825,courtneymelahn,other,3713,962,1377,0.4885641752784603,0.4885641752784603
826,buddygursky,pet,3258,98,425,0.5414116503663031,0.5414116503663031
827,arepopsblog,family,1338,1324,442,0.505861652163424,0.505861652163424
828,alanaahewitt,beauty,9346,1245,274,0.7777811479531315,0.7777811479531315
829,cristina_ferro,travel,6343,7140,876,0.733974294725366,0.733974294725366
830,asesabordo,travel,3673,1272,397,0.6375117868288668,0.6375117868288668
831,emroseedavies,fitness,84292,569,358,0.6155110249503484,0.6155110249503484
832,angiestarphoto,travel,3366,6035,2219,0.6664020198901353,0.6664020198901353
833,ashleyconner12,travel,2815,1011,767,0.587962592401553,0.587962592401553
834,btcalgary,family,4932,361,1148,0.5798338381531813,0.5798338381531813
835,culture_hair_products,beauty,3040,2258,454,0.5839044925558134,0.5839044925558134
836,ajourneyeast_,fashion,3998,960,1272,0.618413540034236,0.618413540034236
837,classiccatherineblog,family,1435,924,1111,0.7641485466080208,0.7641485466080208
838,anatrujic,family,5080,728,667,0.7843198461962338,0.7843198461962338
839,diegorule,travel,6493,3198,304,0.35981555425334427,0.35981555425334427
840,andreawr,fashion,6019,737,656,0.6879886010880407,0.6879886010880407
841,drew.j,other,1922,2155,451,0.46577399283427684,0.46577399283427684
842,bostezando_sonrisas,fashion,2525,222,716,0.7993336159756109,0.7993336159756109
843,_stepht,other,1092,2099,1297,0.665827325144083,0.665827325144083
844,findingalexx,travel,10817,699,491,0.6924051201436373,0.6924051201436373
845,annina_anastasia,fashion,20533,409,259,0.7315977751474291,0.7315977751474291
846,derektice,travel,30274,757,468,0.629113186628386,0.629113186628386
847,clara_astori,travel,9874,295,556,0.7343012649563242,0.7343012649563242
848,calitandrea,other,1218,957,622,0.5581728522204075,0.5581728522204075
849,anniegpyle,fashion,2824,974,1292,0.7258533292461963,0.7258533292461963
850,bucketlistbelles,fashion,12561,1633,558,0.7394908326138857,0.7394908326138857
851,crownbodai,other,1449,966,506,0.4958747106231867,0.4958747106231867
852,aya_kakuchan,fashion,2053,305,634,0.7003218484655973,0.7003218484655973
853,dariajazmin,family,3642,391,2645,0.6629192846923396,0.6629192846923396
854,adukeschulist,family,2077,1344,711,0.6634699523825345,0.6634699523825345
855,audelielavoie,travel,6773,941,323,0.5822762046986768,0.5822762046986768
856,aboutthatlookmag,fashion,6981,263,971,0.7882737190644165,0.7882737190644165
857,caitibee,fashion,4684,1001,1297,0.5528471744091566,0.5528471744091566
858,amygatenbyy,fashion,6532,1836,818,0.7026611741826787,0.7026611741826787
859,elletrowbridge,beauty,76185,899,318,0.6065561208125766,0.6065561208125766
860,chanelxevans,fashion,13443,424,340,0.44334441087756077,0.44334441087756077
861,curlyniquenique,beauty,4392,283,332,0.5902811482894703,0.5902811482894703
862,feast_on,food,4049,603,929,0.6822129562036814,0.6822129562036814
863,derkleinekompass,fashion,1611,327,632,0.7360040025759271,0.7360040025759271
864,_joestyles,fashion,2784,2519,311,0.5139521924143468,0.5139521924143468
865,dantesdivinewoof,pet,19005,642,256,0.647720787182705,0.647720787182705
866,_wildundwunderbar_,family,7262,287,569,0.7536599148474071,0.7536599148474071
867,catpizzas,other,1086,661,420,0.37574676322721196,0.37574676322721196
868,cellequilvousfaut,fashion,3197,491,735,0.7470372889457662,0.7470372889457662
869,bisous.fee,fashion,4622,966,316,0.7049652044984178,0.7049652044984178
870,destinykohlman,family,4373,809,333,0.7535772515030198,0.7535772515030198
871,eatingupmanchester,food,13647,97,551,0.41970993283051833,0.41970993283051833
872,camillefilledavril,fashion,2093,961,1635,0.687349194250571,0.687349194250571
873,ellaamil,fashion,4548,139,1959,0.6024787489168413,0.6024787489168413
874,chantelle.aaa,family,11823,422,949,0.6674954834663261,0.6674954834663261
875,affaf,fashion,724350,278,314,0.45366182344090483,0.45366182344090483
876,emiliatuukkanen,fashion,17447,221,1356,0.6076882319543337,0.6076882319543337
877,conversant_traveller,travel,2803,934,254,0.7021387767887581,0.7021387767887581
878,fazaa3_633,travel,12773,3127,1326,0.7009449440800278,0.7009449440800278
879,allycaple,other,1148,1280,4549,0.5349015928477967,0.5349015928477967
880,apocketfulofpolkadots,fashion,3715,468,944,0.7670038856974499,0.7670038856974499
881,_sparnold_,fashion,9996,981,363,0.6512242518575695,0.6512242518575695
882,anothervancityfoodie,food,12535,867,308,0.6060542639051393,0.6060542639051393
883,claudiapenetra,travel,1377,1094,537,0.6543809940330657,0.6543809940330657
884,emilialehti,fashion,1030,622,1221,0.7373545336642379,0.7373545336642379
885,christinartnd,fashion,7607,369,4134,0.6597964986306207,0.6597964986306207
886,_denniskoehler_,travel,7786,887,583,0.6389802322816206,0.6389802322816206
887,cazrellim,fitness,18073,262,2062,0.5336297168742642,0.5336297168742642
888,___basquiat,other,1546,106,372,0.4364763177582063,0.4364763177582063
889,_vanc__,travel,3333,3446,322,0.5252795054893831,0.5252795054893831
890,awefilledhomemaker,other,2137,808,820,0.5100359847643949,0.5100359847643949
891,figleafandco,fashion,2034,1261,244,0.7538603247112537,0.7538603247112537
892,bonniecurryonair,family,1174,831,499,0.6082484691895041,0.6082484691895041
893,brittanychadwick,family,2926,990,282,0.6615137761630022,0.6615137761630022
894,1beautiful_t,fashion,9567,607,766,0.5881042268564405,0.5881042268564405
895,butterscotchxqueen,family,3844,894,325,0.6130968895126188,0.6130968895126188
896,cringeline,travel,2399,496,372,0.7655994646743329,0.7655994646743329
897,christinapatricedance,family,1178,1032,1568,0.6022883555244604,0.6022883555244604
898,cjmaddock,travel,4611,831,528,0.678042056258494,0.678042056258494
899,19dreamcatcherz,fashion,1523,1685,2090,0.5928273852205443,0.5928273852205443
900,alexfuerst.de,other,1012,327,292,0.5957644561958205,0.5957644561958205
901,annassjostrom,food,2097,337,417,0.6504976339638233,0.6504976339638233
902,christinaeileen,fashion,15375,1207,414,0.5832047641187071,0.5832047641187071
903,adalineandme,family,12883,465,761,0.719398807285107,0.719398807285107
904,ajjasjay,food,2332,95,420,0.30825614136002594,0.30825614136002594
905,carneljohnyeup,other,2621,1146,398,0.4576631303601003,0.4576631303601003
906,caitlinstewart_xo,fashion,3730,597,182,0.5305957376517009,0.5305957376517009
907,eduardokropf,travel,2726,420,638,0.5719835431612247,0.5719835431612247
908,flywithpoppy,travel,1467,861,1489,0.5257644782119355,0.5257644782119355
909,elsaasiah,fashion,5017,531,443,0.5026651839039267,0.5026651839039267
910,alexcookiewook,fashion,4495,2031,1186,0.5384694048783918,0.5384694048783918
911,agnesgrundahl,fashion,12521,453,345,0.39522571473059515,0.39522571473059515
912,ajthetechnologist,food,1121,815,312,0.5494430693312703,0.5494430693312703
913,bkuss89,fitness,2425,348,881,0.5902939164837065,0.5902939164837065
914,acefaceismyfriend,family,5948,616,770,0.7189200962147767,0.7189200962147767
915,andrealenovo,fashion,13326,1349,702,0.5138681859401408,0.5138681859401408
916,andrewknisley,other,2132,509,1434,0.5997033773382304,0.5997033773382304
917,chasquigirl,family,4083,1076,490,0.547227284119696,0.547227284119696
918,bad_to_the_bonebroth,food,2043,813,329,0.6696440647330056,0.6696440647330056
919,bostonsgoldenboy,pet,1775,1503,531,0.6054976560717636,0.6054976560717636
920,annayanta,food,1063,1166,1124,0.6966622721315949,0.6966622721315949
921,elisabethvda,fashion,8610,681,421,0.6509108321383125,0.6509108321383125
922,daria__kiss,fashion,3982,346,355,0.6429554716345957,0.6429554716345957
923,blairita,family,4520,471,1337,0.6053928064081627,0.6053928064081627
924,brianneworth,fashion,25624,477,628,0.4994028250757636,0.4994028250757636
925,ashleemajormoss,fitness,4977,640,343,0.6059848269635956,0.6059848269635956
926,angelapiacampa,travel,3449,1080,537,0.7942744768196088,0.7942744768196088
927,annamcnaughty,travel,102333,1369,484,0.6827092197670608,0.6827092197670608
928,daydeluna,fashion,11115,1356,433,0.7715216134837956,0.7715216134837956
929,cassiecocoa,fashion,7532,580,564,0.6193609414671535,0.6193609414671535
930,aurrou,travel,9845,999,430,0.6792696710651509,0.6792696710651509
931,cookingwithmissfiora,food,5751,2005,289,0.7799254665749794,0.7799254665749794
932,aw_royal,family,10006,128,1124,0.7510904410841823,0.7510904410841823
933,anastasiarice,other,2835,1090,319,0.5920938577763125,0.5920938577763125
934,felicialudwigsson,travel,5183,588,919,0.6270930225380559,0.6270930225380559
935,eitanathalya,beauty,2107,985,478,0.5438738714755587,0.5438738714755587
936,anna_farano_,travel,2134,673,414,0.615191225625599,0.615191225625599
937,alwayspangra,fashion,1253,1022,732,0.6405290005290517,0.6405290005290517
938,ccourtneyhill,fashion,13557,752,325,0.7346117160757716,0.7346117160757716
939,elimx,travel,1145,844,544,0.741752589632737,0.741752589632737
940,aboutfacephilly,other,2265,294,766,0.4643274051785719,0.4643274051785719
941,fennellalikewhoa,fashion,11431,3271,429,0.6245830537291881,0.6245830537291881
942,akala101,family,1486,3701,459,0.5736717364440361,0.5736717364440361
943,elenapop.ro,fashion,3747,975,927,0.682351942388944,0.682351942388944
944,babymeia,fashion,304095,195,1332,0.34462733993597416,0.34462733993597416
945,emmafortin14,fashion,52608,218,548,0.6067656380631999,0.6067656380631999
946,floriankaps,fashion,22203,684,1594,0.5862817977214545,0.5862817977214545
947,embersbeneathme,fashion,3049,2151,750,0.8107231539698257,0.8107231539698257
948,beckyknightx,fitness,1007,764,986,0.4700247509940945,0.4700247509940945
949,d.r.e.a.m_official,other,2609,2,355,0.5021355774640386,0.5021355774640386
950,aforteforfashion,fashion,2948,1379,1553,0.6885999080214523,0.6885999080214523
951,brookepender,fashion,5033,775,580,0.7578942042450718,0.7578942042450718
952,ami__yone,fashion,9646,339,323,0.48224542688645117,0.48224542688645117
953,alexcellenthealth,food,10884,352,651,0.7069426742990158,0.7069426742990158
954,cdarin100,fashion,10523,1656,436,0.4719951056371757,0.4719951056371757
955,carissa_hills,fashion,1909,670,1322,0.7065642593821316,0.7065642593821316
956,fatigarzam,fashion,12384,862,670,0.6749460311338495,0.6749460311338495
957,ameliexmartin,fashion,5507,611,1099,0.620050758998018,0.620050758998018
958,colorfulcurves,fashion,7417,299,294,0.7639110219377507,0.7639110219377507
959,emilie_bruun,beauty,4268,942,1002,0.7197227635094031,0.7197227635094031
960,fefakuniyoshi,beauty,8131,691,686,0.6069509212526075,0.6069509212526075
961,belmelange,fashion,12257,1849,605,0.806969571294119,0.806969571294119
962,darjas_welt,family,2309,2258,610,0.6671653246524805,0.6671653246524805
963,brentdougherty3hl,other,1829,319,851,0.43251981793703936,0.43251981793703936
964,brookesouza,fashion,11296,571,235,0.6725446571293593,0.6725446571293593
965,____mamamia____,family,6854,514,892,0.40936204581039415,0.40936204581039415
966,followmeawaytravel,travel,43212,2820,289,0.7169143588893019,0.7169143588893019
967,folks_of_europe,travel,8815,817,189,0.8064979912247152,0.8064979912247152
968,baylorlariat,other,2368,196,855,0.39609838908771056,0.39609838908771056
969,exploringwithcody,travel,38908,204,761,0.5776385624606183,0.5776385624606183
970,briannguyen,travel,35070,420,623,0.6298126283236833,0.6298126283236833
971,danimorlop,fashion,56319,994,872,0.6443114633543402,0.6443114633543402
972,alissamosss,fashion,19571,917,795,0.5990245757557155,0.5990245757557155
973,eugeniodlgza,fashion,12855,531,1815,0.5363685722013453,0.5363685722013453
974,andromxda,other,1514,802,740,0.43038037076089897,0.43038037076089897
975,catjas,family,6218,483,381,0.7388544826070739,0.7388544826070739
976,cherry_timato,food,10296,259,448,0.6527513386195362,0.6527513386195362
977,_emilyhuff,fashion,188017,13,391,0.37300876391894183,0.37300876391894183
978,almamicic,other,1075,941,753,0.5830670362259631,0.5830670362259631
979,anadventurousworld,travel,9314,571,719,0.748152701159626,0.748152701159626
980,aitaxopistaxo,fashion,16217,275,1297,0.503973752081228,0.503973752081228
981,dianadoll,beauty,1870,1066,273,0.6532451009341752,0.6532451009341752
982,bedros_gesaratsian,other,2089,478,387,0.6947837614734775,0.6947837614734775
983,danahiabaileyhill,family,5310,1565,391,0.7282848836001558,0.7282848836001558
984,dougiejoseph,fashion,33830,1363,559,0.45414562859635244,0.45414562859635244
985,evanburristrout,other,1562,968,456,0.5933406745459543,0.5933406745459543
986,ericabaxterschott,family,11802,344,766,0.6825264270930221,0.6825264270930221
987,dettaglidisilvia,food,11331,1181,343,0.8161387644367736,0.8161387644367736
988,courtneyannstudio,fashion,4667,834,1173,0.7369515668586131,0.7369515668586131
989,emily.j.odonnell,fashion,28700,946,973,0.46089801664207297,0.46089801664207297
990,erikanicolelong,family,8680,2425,868,0.6491205182736705,0.6491205182736705
991,_surrules,family,23359,254,452,0.4190732231808361,0.4190732231808361
992,bobsupersage,fashion,4044,728,584,0.6485286475047531,0.6485286475047531
993,benjamin_eio,food,3263,999,1644,0.5695205082946949,0.5695205082946949
994,bettinanem,other,1339,565,404,0.5819044010580013,0.5819044010580013
995,antiwheatgirl,food,1586,1006,594,0.5079674877258761,0.5079674877258761
996,dancelizz,fashion,3322,769,930,0.6334322957380305,0.6334322957380305
997,dupattadiaries,family,34460,133,562,0.3724769532539501,0.3724769532539501
998,ben.wurmser,travel,11130,857,773,0.5784245741829435,0.5784245741829435
999,amburbrown,beauty,4121,853,307,0.6705133974011692,0.6705133974011692
1000,fabiozerzuben,travel,8476,215,480,0.7255630988951944,0.7255630988951944
